ID,Temperatura,Humedad,Alerta
7565,23.92,93.80,1
7566,25.51,89.07,3
7567,34.04,61.41,2
7568,32.77,61.66,3
7569,27.65,55.44,2
7570,29.02,59.42,2
7571,16.10,65.57,1
7572,17.91,94.17,3
7573,28.80,59.29,2
7574,17.37,73.65,3
7575,31.56,52.25,2
7576,29.86,54.87,1
7577,23.53,77.67,3
7578,30.16,61.96,3
7579,18.09,58.11,2
7580,16.70,70.58,3
7581,24.08,56.75,1
7582,25.35,42.71,2
7583,31.13,59.87,2
7584,19.79,47.20,1
7585,21.24,93.16,1
7586,21.77,94.53,3
7587,24.24,79.40,2
7588,15.79,48.76,1
7589,32.96,91.94,2
7590,16.06,81.95,1
7591,33.08,67.52,1
7592,26.74,84.14,1
7593,25.85,77.38,3
7594,19.73,41.28,1
7595,32.70,83.52,3
7596,27.75,45.12,1
7597,16.01,93.66,1
7598,32.09,67.24,3
7599,19.62,42.41,1
7600,20.21,68.38,2
7601,20.76,86.80,3
7602,16.43,44.10,2
7603,33.28,71.42,3
7604,23.33,46.67,1
7605,30.45,78.10,1
7606,28.01,89.97,2
7607,29.16,94.41,2
7608,24.60,89.48,2
7609,31.86,42.40,3
7610,26.76,57.06,1
7611,28.01,44.67,1
7612,17.42,58.43,2
7613,22.46,48.79,1
7614,32.40,67.90,2
7615,30.93,62.12,1
7616,32.90,86.73,2
7617,18.50,63.14,1
7618,28.41,65.38,3
7619,34.57,72.69,3
7620,20.94,56.87,2
7621,21.89,59.50,3
7622,31.43,64.98,1
7623,21.43,62.02,3
7624,25.33,69.42,3
7625,28.64,92.85,1
7626,34.42,46.12,3
7627,30.01,53.11,1
7628,21.68,50.80,2
7629,24.06,92.12,2
7630,16.61,58.68,2
7631,19.71,71.70,2
7632,28.97,86.46,2
7633,23.52,86.73,1
7634,30.88,43.34,2
7635,24.84,56.24,1
7636,16.85,69.60,3
7637,32.90,60.33,3
7638,16.86,87.42,3
7639,21.08,73.70,3
7640,17.63,84.02,3
7641,26.33,55.16,3
7642,20.04,40.10,3
7643,25.30,52.81,1
7644,19.61,86.55,1
7645,17.60,80.09,2
7646,21.09,46.88,2
7647,29.59,65.38,2
7648,19.20,47.23,2
7649,28.02,93.08,3
7650,22.02,51.22,2
7651,19.46,81.68,2
7652,22.86,63.38,2
7653,24.00,89.18,1
7654,27.23,70.68,2
7655,28.32,48.34,2
7656,25.57,49.18,2
7657,27.36,77.76,2
7658,19.97,75.44,1
7659,26.87,68.20,3
7660,27.80,72.43,3
7661,26.26,82.66,1
7662,28.39,74.89,3
7663,18.10,76.89,3
7664,22.59,56.33,1
7665,23.64,55.87,3
7666,23.19,62.34,3
7667,15.11,51.58,3
7668,25.26,54.79,1
7669,27.77,84.76,3
7670,17.99,87.69,3
7671,23.86,75.91,1
7672,21.85,55.56,2
7673,30.11,46.17,1
7674,18.16,84.08,2
7675,19.05,62.68,1
7676,19.73,53.14,1
7677,26.34,80.44,3
7678,17.43,85.32,3
7679,28.60,74.05,1
7680,18.58,67.53,2
7681,23.55,50.93,2
7682,31.59,42.75,1
7683,34.84,60.71,3
7684,15.72,53.57,3
7685,24.28,52.38,3
7686,24.96,51.79,3
7687,32.87,71.89,1
7688,27.07,87.61,1
7689,26.68,51.01,1
7690,17.58,90.35,3
7691,34.81,90.00,3
7692,22.25,44.81,3
7693,25.26,58.10,1
7694,32.78,50.05,3
7695,17.03,72.62,2
7696,18.80,51.60,3
7697,17.40,48.92,3
7698,28.27,79.17,2
7699,30.06,74.64,1
7700,16.41,42.79,2
7701,34.70,48.03,1
7702,33.67,82.02,2
7703,31.74,89.46,1
7704,31.38,69.54,3
7705,19.90,91.82,2
7706,18.71,72.54,1
7707,20.91,48.09,2
7708,33.29,90.24,2
7709,16.51,91.82,3
7710,29.99,77.90,3
7711,17.07,51.85,3
7712,20.39,57.70,1
7713,33.51,85.99,2
7714,15.02,60.55,2
7715,30.19,88.64,3
7716,23.34,76.73,2
7717,20.92,55.07,3
7718,28.89,66.91,2
7719,30.95,90.36,1
7720,33.21,75.16,3
7721,34.23,81.34,3
7722,33.30,91.34,1
7723,22.33,66.34,1
7724,29.41,77.41,1
7725,31.97,72.04,2
7726,22.18,59.56,1
7727,32.49,83.31,3
7728,34.66,56.02,1
7729,17.25,65.29,3
7730,18.69,93.96,1
7731,32.39,70.09,3
7732,30.70,90.11,1
7733,27.69,59.76,1
7734,32.23,70.44,1
7735,25.38,56.99,2
7736,16.27,72.81,3
7737,26.26,68.44,2
7738,21.48,40.98,2
7739,29.61,68.17,3
7740,16.57,80.06,2
7741,23.25,52.49,3
7742,31.21,80.67,1
7743,31.69,92.70,1
7744,17.07,79.48,2
7745,26.67,54.97,1
7746,31.57,90.60,3
7747,29.78,69.25,2
7748,25.65,71.89,2
7749,26.77,43.11,1
7750,20.29,78.60,2
7751,19.97,53.17,3
7752,17.38,92.79,2
7753,20.99,47.19,3
7754,15.09,58.19,1
7755,27.54,85.12,2
7756,15.93,89.47,1
7757,30.52,75.50,1
7758,16.22,94.98,2
7759,17.76,68.23,2
7760,21.42,62.81,3
7761,31.29,88.07,2
7762,18.69,73.55,1
7763,21.24,53.79,2
7764,26.89,89.19,3
7765,33.18,89.67,1
7766,23.60,78.14,2
7767,34.68,82.92,1
7768,29.79,83.33,2
7769,15.82,54.63,1
7770,25.98,70.74,1
7771,23.60,53.74,1
7772,32.33,66.41,1
7773,22.33,76.72,2
7774,28.64,68.91,2
7775,27.62,75.71,3
7776,24.57,67.51,2
7777,33.42,91.77,2
7778,15.15,87.11,1
7779,27.36,68.07,1
7780,30.43,45.76,3
7781,25.17,84.91,3
7782,29.33,78.65,1
7783,23.37,85.05,2
7784,24.85,85.53,1
7785,26.33,64.54,1
7786,30.27,53.42,2
7787,30.41,83.67,1
7788,17.54,54.13,1
7789,31.09,89.57,2
7790,25.93,44.53,1
7791,23.95,73.16,2
7792,16.99,59.22,2
7793,23.00,76.92,2
7794,26.14,91.96,3
7795,19.38,62.49,1
7796,21.64,41.04,1
7797,31.58,54.35,2
7798,15.28,86.91,1
7799,30.59,59.46,3
7800,33.38,61.34,1
7801,23.20,73.19,2
7802,30.62,64.11,1
7803,23.82,53.46,1
7804,28.26,75.89,1
7805,34.72,84.78,1
7806,24.06,92.49,2
7807,20.97,58.61,3
7808,30.65,90.45,2
7809,17.63,93.63,1
7810,22.10,51.11,1
7811,33.04,79.16,1
7812,32.96,73.82,2
7813,32.07,85.41,2
7814,22.24,46.76,2
7815,15.97,79.05,3
7816,33.30,92.71,2
7817,28.74,46.19,2
7818,21.24,77.59,2
7819,30.00,50.23,2
7820,18.11,85.17,2
7821,30.93,50.19,3
7822,18.72,43.50,1
7823,18.87,42.12,3
7824,31.89,41.38,3
7825,20.23,90.86,2
7826,32.65,94.23,2
7827,25.56,60.91,1
7828,25.89,78.86,1
7829,28.11,59.52,3
7830,16.82,51.48,3
7831,25.36,60.53,2
7832,29.37,46.97,2
7833,25.16,69.60,2
7834,17.06,50.01,1
7835,24.34,64.69,3
7836,20.93,80.99,1
7837,22.27,81.08,3
7838,27.52,53.11,3
7839,28.89,59.82,2
7840,27.91,66.26,3
7841,30.26,77.94,2
7842,23.44,67.33,2
7843,30.59,90.86,2
7844,29.93,79.48,2
7845,29.88,66.77,1
7846,31.03,63.92,3
7847,23.50,58.59,3
7848,21.01,83.90,2
7849,28.94,51.84,3
7850,17.62,75.12,2
7851,22.39,48.63,3
7852,15.94,41.33,1
7853,31.90,90.98,3
7854,16.95,55.68,3
7855,20.05,43.62,3
7856,27.95,88.63,1
7857,15.78,44.43,2
7858,26.89,89.70,2
7859,22.16,73.52,1
7860,28.98,71.32,2
7861,25.21,68.63,1
7862,17.14,60.18,3
7863,33.23,53.58,1
7864,29.68,64.56,2
7865,19.97,64.04,1
7866,22.42,46.11,2
7867,34.50,93.57,1
7868,29.24,49.45,3
7869,30.80,40.89,2
7870,31.27,76.53,2
7871,18.25,77.47,1
7872,22.69,74.93,3
7873,30.42,94.81,2
7874,22.15,66.11,2
7875,33.56,74.14,2
7876,17.71,70.45,1
7877,18.16,68.51,1
7878,16.27,46.06,3
7879,33.30,43.62,3
7880,18.97,81.74,1
7881,20.00,59.50,3
7882,23.99,75.93,1
7883,30.49,66.01,2
7884,20.18,69.57,1
7885,33.06,70.94,2
7886,23.51,73.66,1
7887,16.08,46.90,1
7888,29.35,49.92,3
7889,17.45,40.89,3
7890,17.28,42.07,3
7891,23.11,50.13,1
7892,15.35,72.23,3
7893,24.69,46.41,1
7894,33.48,46.33,2
7895,17.76,65.19,2
7896,19.56,84.82,2
7897,16.04,79.27,1
7898,21.68,80.01,2
7899,30.10,86.46,3
7900,33.25,69.92,1
7901,34.98,67.46,1
7902,19.73,56.37,2
7903,15.19,87.54,1
7904,21.39,93.30,3
7905,16.85,73.11,3
7906,33.48,79.62,1
7907,32.91,94.71,1
7908,23.70,55.98,2
7909,33.73,66.66,2
7910,29.64,54.18,2
7911,31.92,72.36,3
7912,18.32,60.48,2
7913,28.38,92.30,2
7914,30.27,88.71,3
7915,25.60,45.60,2
7916,23.54,87.81,2
7917,19.31,65.36,3
7918,19.27,61.47,2
7919,17.82,83.33,2
7920,28.99,79.78,2
7921,27.41,90.60,1
7922,22.07,81.58,1
7923,28.71,48.73,3
7924,31.81,91.04,1
7925,29.50,64.49,1
7926,33.96,55.00,1
7927,21.17,55.25,3
7928,27.66,69.77,1
7929,22.38,92.45,2
7930,19.11,90.73,1
7931,27.96,55.71,3
7932,19.83,45.45,2
7933,15.51,94.82,1
7934,18.81,63.58,1
7935,20.98,46.10,3
7936,28.67,85.30,3
7937,19.00,50.20,2
7938,16.71,68.44,2
7939,34.55,40.92,3
7940,17.16,48.36,3
7941,19.26,76.24,3
7942,27.56,83.19,2
7943,18.47,56.47,3
7944,31.05,41.45,3
7945,34.07,88.91,2
7946,29.10,79.11,1
7947,30.70,66.49,2
7948,31.32,72.09,3
7949,30.06,86.94,2
7950,27.16,90.85,1
7951,34.66,85.01,1
7952,31.37,90.52,1
7953,32.60,40.55,1
7954,22.25,56.59,2
7955,15.57,91.14,3
7956,15.79,42.86,2
7957,15.25,51.96,1
7958,30.62,52.83,1
7959,28.84,56.63,3
7960,34.82,76.83,1
7961,17.53,48.93,1
7962,27.16,54.01,3
7963,21.60,70.91,1
7964,18.60,78.81,3
7965,25.32,53.88,2
7966,19.97,78.68,3
7967,29.79,83.06,3
7968,22.03,81.84,3
7969,19.22,86.49,3
7970,18.19,53.15,3
7971,29.42,76.64,1
7972,29.38,79.25,1
7973,34.43,76.32,1
7974,25.86,69.04,2
7975,31.79,53.70,1
7976,26.53,41.02,1
7977,33.08,58.87,2
7978,29.19,48.60,3
7979,33.86,83.93,2
7980,17.22,56.73,1
7981,16.55,54.87,1
7982,15.32,60.70,1
7983,34.78,65.13,3
7984,30.65,44.15,1
7985,18.49,59.47,2
7986,16.56,54.44,2
7987,24.37,56.51,3
7988,32.28,75.56,1
7989,18.00,94.13,2
7990,23.72,44.62,2
7991,34.54,66.49,3
7992,23.92,72.85,3
7993,24.81,46.60,3
7994,25.80,55.39,1
7995,28.13,47.73,1
7996,15.36,76.84,3
7997,32.12,64.17,1
7998,30.95,91.33,2
7999,25.90,65.80,3
8000,24.78,89.69,2
8001,24.31,89.10,1
8002,32.24,71.39,3
8003,22.88,80.12,3
8004,25.80,87.11,2
8005,16.12,76.95,1
8006,24.10,78.40,2
8007,17.98,53.96,1
8008,21.64,41.02,3
8009,30.82,80.30,3
8010,15.14,90.67,2
8011,24.26,68.85,3
8012,24.77,82.63,1
8013,22.84,92.27,3
8014,24.76,79.96,1
8015,21.29,48.83,2
8016,27.49,65.77,1
8017,33.67,45.29,3
8018,32.81,40.89,1
8019,34.34,45.45,2
8020,23.94,88.02,1
8021,24.93,82.23,2
8022,28.62,86.60,3
8023,22.57,68.26,1
8024,34.74,92.21,3
8025,21.84,78.97,3
8026,27.72,42.83,1
8027,26.88,92.76,1
8028,29.93,78.67,3
8029,30.83,77.31,2
8030,34.72,76.25,1
8031,29.97,59.03,1
8032,16.76,83.48,1
8033,25.17,88.94,3
8034,17.87,84.75,2
8035,26.45,92.06,3
8036,29.63,44.21,2
8037,19.50,93.92,3
8038,33.62,48.14,1
8039,30.90,87.43,1
8040,30.55,91.77,3
8041,23.03,92.35,1
8042,28.78,86.58,1
8043,33.20,57.06,1
8044,18.55,68.02,2
8045,28.09,77.36,3
8046,24.43,68.78,2
8047,24.61,74.36,1
8048,15.68,60.84,1
8049,24.29,70.74,1
8050,27.92,64.24,2
8051,21.73,44.83,3
8052,28.25,58.35,3
8053,31.95,58.55,2
8054,23.58,89.47,3
8055,21.90,40.72,2
8056,22.93,61.97,3
8057,23.19,90.29,3
8058,19.40,86.00,3
8059,30.62,79.08,2
8060,22.61,68.85,2
8061,23.33,40.90,3
8062,32.29,77.51,2
8063,25.88,46.01,1
8064,22.24,61.77,1
8065,15.99,44.57,2
8066,33.30,73.23,1
8067,18.80,49.93,3
8068,21.39,60.40,1
8069,28.05,91.21,2
8070,18.82,93.90,3
8071,28.28,41.57,1
8072,21.21,79.24,2
8073,25.90,78.73,1
8074,19.97,51.60,3
8075,19.31,44.66,3
8076,31.14,72.67,3
8077,18.86,93.73,1
8078,17.65,93.15,2
8079,28.93,94.67,3
8080,19.39,53.58,1
8081,15.16,54.14,3
8082,17.16,66.10,3
8083,24.25,58.34,3
8084,27.72,63.61,3
8085,17.84,90.20,2
8086,34.79,85.67,2
8087,24.40,93.95,3
8088,16.84,51.02,1
8089,24.20,84.44,1
8090,16.57,53.27,2
8091,31.56,63.34,3
8092,30.61,74.95,3
8093,20.80,80.70,3
8094,31.65,49.42,3
8095,23.79,73.56,1
8096,16.05,87.62,2
8097,32.83,81.46,1
8098,22.50,68.03,1
8099,20.79,51.34,1
8100,17.54,42.60,1
8101,27.75,77.16,2
8102,25.96,94.74,2
8103,18.99,69.60,1
8104,23.56,63.04,1
8105,17.87,72.55,2
8106,24.44,65.33,3
8107,33.46,64.99,2
8108,16.46,64.74,3
8109,16.98,69.86,1
8110,25.32,70.99,2
8111,34.56,94.90,2
8112,27.20,61.62,2
8113,25.40,94.61,3
8114,29.19,74.76,1
8115,16.32,91.73,1
8116,31.06,71.76,3
8117,27.01,50.97,3
8118,18.86,47.12,3
8119,17.25,91.04,3
8120,16.49,90.26,2
8121,34.46,42.42,1
8122,27.82,78.75,1
8123,24.26,77.35,3
8124,29.39,70.43,1
8125,34.67,44.44,1
8126,29.37,63.17,2
8127,34.01,50.61,2
8128,25.42,47.27,3
8129,21.97,64.81,1
8130,33.68,87.13,3
8131,32.74,71.71,3
8132,15.73,79.20,1
8133,23.94,41.96,3
8134,15.48,89.89,1
8135,20.39,82.42,2
8136,23.04,81.45,1
8137,20.93,81.73,2
8138,27.76,61.97,2
8139,28.16,56.10,3
8140,33.23,78.72,3
8141,33.89,66.65,1
8142,17.90,80.42,3
8143,23.84,60.22,1
8144,34.30,72.59,1
8145,27.98,90.15,1
8146,25.79,53.81,1
8147,26.32,89.05,2
8148,17.80,61.20,3
8149,28.48,54.86,3
8150,29.06,73.16,1
8151,34.38,57.04,2
8152,24.08,60.88,2
8153,23.37,40.74,2
8154,34.87,67.90,1
8155,33.98,52.66,3
8156,18.78,40.85,2
8157,18.40,70.24,3
8158,34.52,84.58,2
8159,18.93,55.02,2
8160,31.59,85.32,2
8161,20.56,47.64,2
8162,16.01,74.85,2
8163,24.35,74.95,2
8164,32.87,82.03,3
8165,15.92,59.67,3
8166,24.33,59.37,1
8167,32.63,89.18,2
8168,28.32,88.52,1
8169,25.62,72.54,3
8170,33.90,65.75,3
8171,30.25,63.92,3
8172,27.42,61.69,1
8173,25.50,62.71,1
8174,18.56,68.80,3
8175,16.69,83.76,2
8176,23.39,46.74,3
8177,34.91,44.34,1
8178,34.68,92.70,3
8179,15.70,85.55,2
8180,34.25,41.12,2
8181,15.03,50.62,1
8182,15.07,62.43,1
8183,20.53,67.05,3
8184,22.56,79.93,1
8185,18.28,90.91,1
8186,17.89,62.09,1
8187,17.90,62.78,2
8188,25.06,45.82,3
8189,24.70,71.73,3
8190,32.51,70.06,3
8191,17.07,56.76,2
8192,18.24,74.48,1
8193,27.87,75.43,3
8194,32.83,73.16,2
8195,19.11,85.12,3
8196,30.45,61.64,2
8197,23.46,67.41,2
8198,31.93,57.44,2
8199,25.07,40.68,2
8200,17.71,76.46,2
8201,24.37,58.94,2
8202,34.58,65.61,1
8203,31.91,63.21,1
8204,15.68,65.77,1
8205,18.81,84.76,3
8206,15.80,79.32,2
8207,28.87,75.29,1
8208,19.96,92.59,3
8209,31.78,69.62,3
8210,30.49,78.11,1
8211,22.54,46.14,2
8212,31.84,74.39,2
8213,31.69,57.58,3
8214,29.74,42.93,2
8215,18.88,45.71,3
8216,31.56,53.54,2
8217,31.65,42.27,3
8218,25.02,75.79,2
8219,34.23,42.90,2
8220,18.53,89.76,1
8221,30.88,68.52,1
8222,34.14,54.68,2
8223,33.79,73.19,1
8224,22.71,66.16,1
8225,32.85,62.35,3
8226,26.71,48.80,1
8227,20.40,40.04,2
8228,31.36,71.20,1
8229,24.44,57.36,2
8230,30.44,70.43,1
8231,26.95,89.72,2
8232,22.11,84.66,2
8233,18.09,66.98,1
8234,16.07,42.85,3
8235,30.77,46.92,3
8236,34.92,64.06,3
8237,32.33,53.67,2
8238,26.77,66.56,1
8239,22.56,86.80,1
8240,30.05,54.36,2
8241,32.53,79.34,1
8242,27.56,47.28,2
8243,21.07,47.70,2
8244,31.49,42.28,1
8245,24.51,82.23,2
8246,29.43,40.52,3
8247,25.41,91.92,1
8248,22.70,75.72,1
8249,15.90,92.74,2
8250,31.47,71.14,1
8251,31.61,82.53,3
8252,19.79,40.15,2
8253,17.05,87.24,3
8254,32.48,77.39,2
8255,31.61,49.45,1
8256,29.05,73.90,2
8257,24.70,43.52,1
8258,19.31,50.48,1
8259,33.53,74.66,2
8260,21.10,92.16,1
8261,21.43,62.27,1
8262,34.72,82.53,1
8263,22.50,68.20,2
8264,28.95,81.63,2
8265,15.97,94.16,3
8266,23.68,88.10,3
8267,17.61,48.42,2
8268,24.60,82.81,3
8269,28.38,46.84,2
8270,32.40,50.88,1
8271,19.96,58.66,3
8272,29.73,72.07,1
8273,27.20,56.97,3
8274,27.32,57.79,1
8275,27.82,80.68,3
8276,25.93,46.40,3
8277,32.11,54.05,2
8278,20.28,62.03,2
8279,21.01,55.93,3
8280,33.60,47.42,2
8281,29.17,94.20,3
8282,34.81,55.88,1
8283,21.58,73.00,2
8284,20.52,59.89,2
8285,24.21,83.36,1
8286,24.01,70.46,1
8287,25.49,77.90,2
8288,22.94,58.87,1
8289,18.06,86.90,2
8290,18.43,71.90,3
8291,22.44,90.15,2
8292,34.42,85.58,1
8293,16.28,58.71,1
8294,29.22,67.45,1
8295,24.01,88.80,3
8296,30.06,81.56,2
8297,25.04,48.52,3
8298,28.88,71.73,2
8299,15.52,63.08,2
8300,34.35,87.79,2
8301,24.16,77.24,1
8302,21.24,78.73,1
8303,25.02,46.12,1
8304,15.58,93.35,3
8305,18.55,55.86,2
8306,29.61,58.42,3
8307,23.39,71.68,1
8308,26.16,40.60,1
8309,30.49,65.48,2
8310,16.07,46.17,1
8311,24.85,64.97,2
8312,30.75,54.29,2
8313,23.01,62.04,1
8314,30.24,89.75,2
8315,17.13,88.06,3
8316,25.50,43.98,1
8317,19.38,62.98,2
8318,18.83,64.76,2
8319,30.07,50.66,1
8320,16.37,75.16,2
8321,16.64,49.01,1
8322,16.68,48.08,2
8323,26.22,40.24,3
8324,24.31,81.61,2
8325,29.94,50.52,2
8326,27.38,88.70,1
8327,31.36,67.38,1
8328,24.53,40.10,1
8329,27.73,42.01,1
8330,33.26,54.56,3
8331,19.51,62.09,1
8332,26.87,83.75,1
8333,22.58,43.88,3
8334,21.37,84.11,3
8335,32.68,78.12,2
8336,17.18,80.64,1
8337,30.46,93.90,2
8338,19.65,40.73,3
8339,21.10,63.35,1
8340,28.21,78.13,2
8341,28.41,66.75,1
8342,22.15,53.60,1
8343,18.58,46.33,2
8344,20.82,81.70,2
8345,19.84,46.48,3
8346,23.65,85.28,2
8347,15.99,93.78,2
8348,18.98,86.80,1
8349,26.24,79.23,2
8350,32.13,43.96,2
8351,32.85,79.98,2
8352,31.40,70.76,3
8353,15.11,81.57,2
8354,31.17,65.57,1
8355,26.28,63.06,1
8356,26.30,92.30,1
8357,29.46,94.01,3
8358,16.24,87.73,1
8359,20.73,93.29,2
8360,26.57,69.34,1
8361,34.71,84.30,3
8362,24.12,88.15,2
8363,26.53,55.26,2
8364,28.84,71.83,1
8365,15.34,92.45,1
8366,28.47,58.29,1
8367,33.77,93.83,2
8368,26.49,74.68,3
8369,30.34,82.99,3
8370,22.59,71.69,1
8371,17.07,77.17,3
8372,28.49,40.12,2
8373,15.28,59.37,1
8374,21.20,41.73,3
8375,16.37,59.10,3
8376,22.55,86.05,3
8377,33.61,55.48,1
8378,31.13,75.95,1
8379,15.05,76.76,1
8380,26.10,44.07,2
8381,30.83,61.60,1
8382,24.96,52.12,2
8383,18.98,84.04,2
8384,29.51,42.64,3
8385,34.83,57.70,3
8386,33.03,44.15,1
8387,17.54,91.34,2
8388,27.80,86.38,1
8389,16.05,60.18,1
8390,23.41,84.65,3
8391,23.56,47.42,3
8392,18.65,91.44,3
8393,22.40,53.78,1
8394,30.63,62.06,1
8395,16.46,57.68,2
8396,34.90,77.06,2
8397,29.35,70.17,1
8398,27.09,84.40,3
8399,30.64,87.97,2
8400,18.38,89.03,1
8401,32.36,91.45,1
8402,19.74,67.07,3
8403,28.47,71.62,2
8404,32.59,79.07,3
8405,27.39,45.25,1
8406,23.41,63.06,3
8407,18.08,90.95,3
8408,16.74,48.60,3
8409,34.78,79.21,3
8410,20.17,54.02,2
8411,22.04,59.23,1
8412,24.92,92.18,3
8413,22.23,86.32,1
8414,18.82,68.61,2
8415,32.92,90.72,2
8416,31.34,50.71,3
8417,17.60,68.15,2
8418,18.06,75.62,2
8419,15.06,78.53,2
8420,27.45,89.90,2
8421,25.22,48.96,2
8422,33.67,54.36,1
8423,28.35,67.39,1
8424,31.25,79.43,1
8425,25.97,56.44,2
8426,28.59,45.72,1
8427,17.66,52.63,3
8428,23.99,77.17,2
8429,16.53,50.77,3
8430,29.87,54.26,3
8431,32.00,70.87,2
8432,17.75,53.24,2
8433,21.03,61.05,1
8434,22.84,89.87,1
8435,15.21,75.53,2
8436,33.42,57.05,3
8437,22.63,68.88,3
8438,17.73,56.28,1
8439,28.73,53.50,1
8440,23.81,93.24,2
8441,27.39,52.58,1
8442,15.72,71.81,2
8443,18.84,70.30,1
8444,21.18,67.90,1
8445,30.58,91.88,2
8446,22.68,50.38,2
8447,20.05,42.99,2
8448,20.23,69.81,2
8449,33.90,58.43,1
8450,28.00,61.61,1
8451,24.31,41.86,3
8452,26.45,45.12,2
8453,20.06,91.99,3
8454,27.74,80.30,3
8455,24.07,44.82,3
8456,33.32,63.66,3
8457,25.00,78.50,3
8458,17.62,75.66,3
8459,23.81,48.00,1
8460,26.25,93.31,3
8461,32.13,72.92,3
8462,33.36,56.79,1
8463,22.06,64.14,2
8464,25.49,69.19,2
8465,25.21,87.82,1
8466,27.92,67.37,2
8467,33.60,65.16,1
8468,23.59,68.88,1
8469,28.95,51.74,2
8470,26.17,47.36,3
8471,28.95,49.97,2
8472,17.14,43.35,3
8473,17.36,89.62,3
8474,27.35,52.25,2
8475,21.70,69.85,2
8476,31.74,42.95,2
8477,18.79,46.92,3
8478,20.69,51.81,3
8479,32.57,73.75,1
8480,22.45,73.66,1
8481,30.97,52.56,2
8482,17.35,94.66,2
8483,21.68,69.74,1
8484,25.30,69.96,2
8485,21.22,88.37,1
8486,26.71,66.34,1
8487,26.20,49.09,2
8488,20.90,54.76,2
8489,20.03,61.27,2
8490,34.63,76.65,1
8491,28.36,76.34,2
8492,25.96,48.67,1
8493,31.81,79.25,2
8494,19.20,64.34,2
8495,30.53,82.15,2
8496,17.20,46.98,1
8497,34.49,92.50,3
8498,18.53,88.62,3
8499,19.62,94.10,1
8500,21.32,58.21,3
8501,21.01,94.57,1
8502,26.35,89.28,1
8503,18.45,70.17,3
8504,29.24,42.17,3
8505,18.52,79.68,2
8506,21.89,58.45,3
8507,18.04,65.65,3
8508,29.59,72.86,2
8509,30.58,69.05,3
8510,24.82,43.97,2
8511,21.69,69.92,3
8512,34.66,79.05,2
8513,19.59,54.41,1
8514,32.54,94.58,3
8515,28.42,82.59,2
8516,29.25,65.81,2
8517,29.53,89.88,3
8518,32.97,92.23,2
8519,22.73,47.15,1
8520,18.30,42.98,1
8521,27.04,92.30,2
8522,34.39,63.74,1
8523,33.38,64.09,2
8524,28.65,44.90,3
8525,32.90,61.93,3
8526,34.82,82.75,3
8527,23.86,64.80,3
8528,22.93,55.08,3
8529,23.69,89.34,1
8530,29.50,86.54,2
8531,22.16,44.64,1
8532,27.55,63.32,1
8533,34.02,52.68,2
8534,30.33,88.38,2
8535,24.79,44.58,3
8536,31.80,82.99,3
8537,15.56,49.53,3
8538,15.58,92.33,2
8539,25.95,51.47,2
8540,32.73,87.66,2
8541,19.04,47.02,1
8542,15.92,61.11,1
8543,30.49,71.60,3
8544,25.82,86.40,2
8545,27.52,91.44,3
8546,32.36,86.93,2
8547,24.02,94.01,3
8548,26.24,55.79,2
8549,33.59,49.56,2
8550,21.70,81.02,3
8551,16.24,78.67,2
8552,29.08,55.45,2
8553,32.74,63.55,3
8554,17.08,59.48,3
8555,19.49,54.60,1
8556,33.74,90.00,1
8557,27.63,75.42,3
8558,31.79,93.52,3
8559,15.47,82.13,2
8560,29.15,89.56,1
8561,33.38,91.13,2
8562,26.04,49.29,2
8563,27.38,81.93,1
8564,27.00,47.99,2
8565,17.75,60.79,2
8566,16.58,92.50,2
8567,23.11,90.49,2
8568,23.88,61.68,2
8569,19.08,91.76,3
8570,31.86,41.07,3
8571,16.14,84.10,3
8572,27.36,93.11,3
8573,20.86,52.86,3
8574,29.05,64.74,3
8575,34.17,78.39,3
8576,15.92,60.31,1
8577,15.23,43.32,2
8578,16.34,58.90,2
8579,30.15,46.51,1
8580,22.21,84.97,2
8581,22.28,54.13,3
8582,21.36,59.22,1
8583,23.97,70.57,2
8584,31.26,73.94,1
8585,17.76,53.30,2
8586,17.59,88.90,3
8587,24.53,60.64,3
8588,31.19,62.27,3
8589,31.41,44.58,2
8590,19.94,80.44,2
8591,19.51,86.91,1
8592,29.88,72.58,1
8593,23.57,48.05,1
8594,29.32,64.86,1
8595,26.17,45.90,2
8596,34.01,70.11,3
8597,25.09,56.81,1
8598,19.42,63.14,3
8599,17.43,74.06,1
8600,25.77,79.47,3
8601,33.27,62.69,3
8602,30.13,46.66,3
8603,20.74,77.02,1
8604,27.62,44.36,1
8605,20.43,51.91,2
8606,31.62,60.34,3
8607,27.50,67.75,1
8608,22.27,78.24,1
8609,22.15,68.60,3
8610,18.12,46.27,3
8611,29.29,61.00,3
8612,32.02,73.85,1
8613,23.86,55.37,2
8614,20.21,48.21,2
8615,16.50,90.89,2
8616,31.82,44.11,2
8617,32.03,63.77,3
8618,21.26,93.06,3
8619,18.78,83.15,1
8620,22.82,82.34,2
8621,29.30,79.65,1
8622,23.47,91.32,1
8623,28.76,47.16,2
8624,16.49,40.32,2
8625,25.09,82.45,1
8626,20.29,65.39,2
8627,16.99,58.68,1
8628,28.70,61.58,2
8629,23.74,51.00,3
8630,27.69,92.72,2
8631,15.64,43.07,2
8632,27.21,92.75,3
8633,30.02,58.15,3
8634,17.56,88.97,2
8635,28.83,55.88,2
8636,26.72,65.94,2
8637,18.58,61.03,2
8638,31.75,58.74,3
8639,17.42,90.99,3
