FECHA;DIA;Co01TMax;Co01HTMax;Co01TMin;Co01HTMin;Co01TMed;Co01HumMax;Co01HumMin;Co01HumMed;Co01VelViento;Co01VelVientoMax;Co01DirViento;Co01Rad;Co01Precip;Co01ETo
14/07/24;196;34.6;14:28;11.6;5:10;24.8;55.1;12.2;28.5;1.1;4.9;233.4;31.1;0.0;6.6
13/07/24;195;34.5;16:16;14.1;5:16;25.4;66.5;14.5;32.7;1.3;6.2;220.0;30.8;0.0;6.8
12/07/24;194;35.2;15:32;16.8;5:16;26.1;71.0;9.8;35.0;1.4;5.3;297.2;31.7;0.0;7.3
11/07/24;193;37.3;15:56;19.2;4:44;28.5;70.2;20.8;42.3;1.6;7.2;297.9;30.7;0.0;7.7
10/07/24;192;37.1;15:42;15.8;5:18;27.2;72.7;20.1;42.3;0.8;4.7;291.7;30.5;0.0;6.5
09/07/24;191;35.1;14:58;12.8;5:16;25.1;67.6;11.0;33.9;1.0;5.0;230.2;30.8;0.0;6.5
08/07/24;190;32.9;15:30;10.2;5:14;23.2;67.0;14.7;35.7;1.0;5.5;214.4;31.2;0.0;6.3
07/07/24;189;32.0;14:32;10.8;5:30;22.4;75.3;13.9;37.9;1.1;5.4;231.7;31.6;0.0;6.4
06/07/24;188;32.2;15:44;17.2;5:28;24.1;82.2;20.6;48.5;1.9;6.6;240.9;29.6;0.0;7.1
05/07/24;187;37.4;14:40;20.2;5:12;29.3;51.3;13.5;28.8;1.8;5.9;195.4;30.1;0.0;8.0
04/07/24;186;40.1;14:22;15.6;5:00;29.5;60.5;11.8;28.8;0.9;4.8;193.4;30.9;0.0;6.9
03/07/24;185;38.4;15:44;14.9;4:38;27.8;66.9;12.2;33.3;0.9;4.8;287.6;31.3;0.0;6.8
02/07/24;184;35.9;14:12;14.4;5:30;26.3;72.1;15.2;37.6;1.0;4.9;269.6;31.2;0.0;6.7
01/07/24;183;32.3;15:46;12.6;5:10;22.9;88.4;20.2;49.3;0.9;4.3;300.6;31.0;0.0;6.1
30/06/24;182;27.9;15:44;14.4;5:04;20.8;89.1;31.9;58.2;1.4;5.4;314.4;26.3;0.0;5.4
29/06/24;181;25.6;14:02;16.0;00:54;19.8;86.1;48.3;69.3;1.6;5.3;220.2;16.9;0.0;3.9
28/06/24;180;26.8;14:34;15.6;21:26;19.4;86.2;35.3;63.5;1.2;6.2;178.2;20.5;0.0;4.4
27/06/24;179;26.7;15:16;14.7;5:52;19.9;96.4;43.8;67.3;1.0;4.9;210.8;18.1;7.4;3.8
26/06/24;178;29.2;11:00;15.7;4:48;22.7;74.9;35.8;54.5;1.3;5.8;188.0;19.0;0.0;4.6
25/06/24;177;35.6;15:34;18.7;5:24;27.6;57.7;24.8;38.9;1.3;4.5;209.5;30.7;0.0;7.1
24/06/24;176;36.7;15:22;16.0;5:10;27.4;66.8;18.4;35.5;1.0;4.6;201.1;30.4;0.0;6.7
23/06/24;175;36.3;15:42;15.4;4:00;26.9;63.8;15.5;34.4;0.9;4.4;276.5;31.1;0.0;6.6
22/06/24;174;35.1;15:14;13.0;4:16;24.4;76.9;14.6;38.9;1.0;5.9;295.9;29.9;0.0;6.5
21/06/24;173;31.2;15:30;10.2;5:00;21.1;91.9;19.2;50.2;0.9;4.2;283.8;32.1;0.0;6.1
20/06/24;172;24.3;16:50;8.3;5:04;16.5;97.2;34.2;66.8;1.3;5.3;297.8;26.3;0.0;4.8
19/06/24;171;22.3;13:54;9.4;4:24;15.3;94.1;40.8;73.5;1.4;7.0;177.9;22.2;4.8;4.1
18/06/24;170;23.1;13:14;12.5;4:50;18.0;92.4;50.3;64.6;1.7;5.9;205.6;16.6;1.4;3.6
17/06/24;169;33.0;15:24;11.9;5:02;23.3;83.8;12.6;42.5;1.1;5.4;265.0;32.3;0.0;6.6
16/06/24;168;31.5;15:56;10.0;4:24;22.0;78.0;17.8;40.7;1.2;4.8;300.4;32.2;0.0;6.5
15/06/24;167;29.7;14:40;14.3;4:34;22.1;83.3;14.4;40.2;1.8;6.7;305.9;32.3;0.0;7.0
14/06/24;166;33.5;14:24;9.8;4:58;23.5;72.4;14.6;37.7;1.2;6.3;275.5;32.0;0.0;6.7
13/06/24;165;30.7;15:42;10.6;4:54;22.0;90.6;15.8;46.2;1.0;4.6;206.3;32.2;0.0;6.2
12/06/24;164;29.6;15:34;12.6;4:16;20.8;96.9;25.5;61.8;1.5;6.3;200.0;29.3;0.0;6.1
11/06/24;163;27.4;14:24;11.8;3:38;18.7;98.4;37.0;74.0;1.0;6.5;181.9;20.2;3.4;4.2
10/06/24;162;26.4;13:46;12.8;4:44;18.0;95.6;39.8;76.9;1.0;5.9;210.6;15.3;7.0;3.5
09/06/24;161;26.4;15:42;11.5;4:30;18.9;86.8;33.6;61.3;1.2;5.3;223.3;21.9;0.0;4.5
08/06/24;160;24.4;14:24;15.4;5:36;19.3;82.7;38.0;59.4;1.7;5.5;225.2;25.4;0.0;5.1
07/06/24;159;30.7;11:20;17.7;24:00;22.9;73.5;33.3;53.0;1.6;5.6;204.5;21.2;0.0;5.4
06/06/24;158;36.3;14:16;13.6;4:46;25.8;67.1;15.2;35.5;0.8;5.2;169.1;24.1;0.0;5.5
05/06/24;157;33.3;15:02;14.2;4:04;24.5;75.6;14.6;39.5;1.0;8.0;181.8;30.7;0.0;6.3
04/06/24;156;32.2;14:52;14.6;4:00;23.9;69.1;22.5;42.8;1.1;5.4;186.3;26.9;0.0;5.9
03/06/24;155;31.6;16:20;16.0;4:38;23.6;58.9;23.5;39.2;1.4;5.2;181.5;28.6;0.0;6.4
02/06/24;154;31.5;15:56;14.9;5:08;23.4;87.3;30.3;52.1;1.3;4.7;169.9;28.6;0.0;6.1
01/06/24;153;33.6;15:30;15.6;4:30;24.9;82.2;24.9;47.4;1.3;4.6;180.7;28.1;0.0;6.4
31/05/24;152;36.7;15:06;13.8;5:22;25.6;67.9;16.5;39.8;0.9;7.6;239.8;25.4;0.2;5.9
30/05/24;151;36.8;14:48;12.6;4:52;25.8;73.6;13.6;37.6;0.7;4.7;276.5;30.3;0.0;6.2
29/05/24;150;35.4;17:10;11.7;5:12;24.6;73.9;14.2;40.5;0.7;4.7;180.3;30.9;0.0;6.1
28/05/24;149;33.8;17:46;8.5;5:26;22.7;74.8;12.7;37.7;0.6;5.0;229.5;31.1;0.0;5.7
27/05/24;148;32.0;15:36;10.5;5:04;21.9;76.1;9.1;38.1;1.0;4.8;294.4;31.7;0.0;6.2
26/05/24;147;31.7;15:40;9.8;5:28;21.5;71.0;20.8;41.6;1.1;4.4;292.0;29.9;0.0;6.1
25/05/24;146;32.8;15:48;8.6;4:54;21.0;81.5;13.7;40.0;0.9;6.2;285.5;30.9;0.0;6.0
24/05/24;145;31.5;16:28;6.6;5:14;20.2;83.4;14.2;42.6;0.8;4.4;250.3;31.2;0.0;5.8
23/05/24;144;28.0;15:04;8.2;5:14;18.6;75.8;20.4;43.7;0.8;4.0;281.7;27.8;0.0;5.0
22/05/24;143;24.9;15:28;5.3;5:28;16.3;89.3;23.6;52.2;1.1;5.8;302.9;30.9;0.0;5.2
21/05/24;142;22.7;14:10;7.4;4:52;15.0;88.5;30.9;57.5;1.7;7.0;308.4;26.0;0.0;4.8
20/05/24;141;23.2;15:04;6.7;5:38;15.4;87.7;25.7;54.3;1.2;6.2;303.2;27.9;0.0;4.8
19/05/24;140;22.8;14:14;6.1;5:20;15.2;89.7;27.4;55.6;1.4;7.3;308.6;28.5;0.0;4.9
18/05/24;139;24.5;15:12;5.2;5:38;15.7;90.5;21.2;52.5;1.2;4.8;305.3;31.0;0.0;5.2
17/05/24;138;23.0;15:00;8.7;--:--;15.8;86.5;30.7;58.4;1.5;5.2;289.5;26.4;0.0;4.8
16/05/24;137;21.2;14:12;3.8;5:16;13.7;90.1;37.0;62.7;1.5;6.7;283.1;19.9;0.0;3.7
15/05/24;136;20.7;14:04;3.9;5:20;12.9;90.6;30.0;55.9;2.0;6.2;301.4;29.4;0.0;4.9
14/05/24;135;20.8;13:34;9.0;5:32;14.9;84.9;31.7;57.0;2.7;7.7;306.8;28.9;0.0;5.2
13/05/24;134;29.5;14:12;9.4;5:32;20.0;85.2;23.8;53.4;1.4;5.9;263.4;26.6;0.0;5.6
12/05/24;133;30.1;14:10;9.3;5:28;19.7;89.0;25.3;56.2;0.7;5.2;289.4;26.0;0.0;4.8
11/05/24;132;28.9;16:16;9.4;5:16;20.4;71.9;17.2;35.6;1.3;5.4;187.6;28.2;0.0;5.7
10/05/24;131;29.1;14:52;8.5;5:22;19.9;71.6;13.1;38.6;1.2;4.8;161.1;30.3;0.0;5.8
09/05/24;130;27.4;14:32;7.1;4:34;17.4;88.7;18.0;50.8;1.1;5.1;143.8;24.4;0.0;4.8
08/05/24;129;28.6;14:48;8.2;5:54;18.0;80.9;17.0;48.7;0.8;3.9;166.9;28.5;0.0;5.1
07/05/24;128;26.3;14:56;4.5;5:10;16.0;93.4;25.7;56.5;0.8;4.1;275.4;29.7;0.0;4.9
06/05/24;127;22.6;16:04;8.6;--:--;15.7;95.1;35.0;66.8;1.1;4.4;298.9;24.0;0.0;4.1
05/05/24;126;24.0;14:56;7.6;3:06;16.6;96.0;43.8;69.9;1.1;5.6;250.2;22.2;0.0;3.9
04/05/24;125;26.4;15:56;3.2;5:14;15.6;96.5;24.0;59.3;0.7;4.4;226.8;29.1;0.0;4.7
03/05/24;124;21.5;16:34;2.0;5:08;12.0;96.5;28.5;64.3;0.7;3.5;267.3;28.6;0.0;4.1
02/05/24;123;17.1;15:02;1.2;6:00;9.4;98.4;36.8;69.2;1.0;4.6;299.4;25.8;0.0;3.5
01/05/24;122;15.2;13:44;4.5;23:42;10.0;97.4;44.4;75.5;2.6;8.5;300.1;22.2;4.8;3.4
30/04/24;121;16.2;13:04;2.8;5:46;10.3;95.3;50.6;81.5;1.5;5.6;263.0;17.0;2.2;2.7
29/04/24;120;19.6;14:30;2.0;5:10;11.1;95.4;30.2;62.8;1.1;5.6;285.7;26.5;0.0;3.9
28/04/24;119;17.9;14:38;2.3;5:28;10.2;99.0;36.3;68.2;0.8;4.3;291.0;21.6;0.0;3.1
27/04/24;118;17.2;12:44;4.4;23:42;11.1;94.7;44.1;76.5;1.5;6.1;235.1;17.2;4.0;2.9
26/04/24;117;16.3;15:38;5.2;4:12;11.1;97.2;50.2;76.2;1.4;4.9;256.4;14.9;0.0;2.5
25/04/24;116;21.3;14:40;3.2;5:20;12.6;97.4;31.8;66.1;1.5;6.5;292.3;23.2;0.0;4.0
24/04/24;115;21.3;14:18;2.2;4:32;12.1;93.0;29.3;62.7;0.7;3.6;285.4;28.1;0.0;4.0
23/04/24;114;18.6;15:52;4.8;23:58;11.6;86.0;30.2;49.3;1.4;5.2;13.3;28.7;0.0;4.2
22/04/24;113;22.6;15:36;6.2;5:34;14.2;100.0;28.9;70.8;0.8;4.7;321.5;27.3;0.2;4.1
21/04/24;112;22.6;14:10;9.0;--:--;14.5;100.0;47.4;83.8;0.9;5.6;194.1;22.9;3.2;3.6
20/04/24;111;25.5;15:20;11.0;5:54;16.1;99.3;31.7;71.2;1.0;6.5;187.4;23.6;19.6;4.2
19/04/24;110;23.1;15:48;10.5;5:16;16.2;100.0;39.6;72.4;1.5;7.0;165.3;24.9;0.0;4.3
18/04/24;109;25.4;14:26;8.6;5:14;16.2;100.0;43.5;81.4;0.8;3.5;173.4;21.1;0.0;3.6
17/04/24;108;27.1;16:28;7.1;5:56;17.3;95.6;34.1;68.3;0.7;4.0;267.7;24.9;0.0;4.2
16/04/24;107;26.9;15:10;8.0;5:26;17.3;97.8;23.6;64.9;1.0;5.1;286.3;26.8;0.0;4.6
15/04/24;106;27.8;14:22;6.6;4:36;17.1;93.7;33.2;68.1;0.7;4.2;278.8;26.6;0.0;4.4
14/04/24;105;26.7;16:22;5.8;5:26;16.2;95.2;29.9;65.5;0.7;3.3;161.0;26.8;0.0;4.3
13/04/24;104;26.3;13:16;4.6;5:58;15.6;92.4;32.1;64.4;0.8;4.3;280.9;26.8;0.0;4.3
12/04/24;103;23.8;14:12;5.5;5:46;15.2;94.0;30.9;63.5;1.2;4.8;130.0;27.0;0.0;4.3
11/04/24;102;23.2;14:24;8.4;00:50;16.1;89.6;40.0;60.7;1.8;6.6;49.2;26.0;0.0;4.4
10/04/24;101;21.1;14:26;1.6;5:58;12.3;95.6;30.0;65.2;0.8;3.7;323.2;26.0;0.0;3.7
09/04/24;100;17.2;14:54;2.9;5:50;10.3;90.6;34.4;64.4;1.5;4.7;9.9;26.4;0.0;3.6
08/04/24;99;17.7;11:18;6.4;5:24;11.8;98.8;48.4;81.1;1.6;9.4;282.9;16.9;2.6;2.8
07/04/24;98;22.0;15:14;9.9;4:00;16.0;97.8;56.4;78.1;1.2;4.2;296.3;21.1;0.0;3.4
06/04/24;97;24.2;14:56;11.8;6:28;17.6;93.5;34.7;55.7;1.3;5.9;178.1;12.4;0.0;3.0
05/04/24;96;24.8;15:52;3.7;6:04;15.6;99.6;34.0;65.2;1.5;6.6;170.6;23.1;0.2;4.1
04/04/24;95;23.8;14:16;4.2;6:20;13.1;100.0;27.2;76.5;1.0;5.2;173.0;22.4;0.2;3.7
03/04/24;94;19.0;14:36;8.2;23:22;13.4;97.2;53.6;78.6;1.2;4.6;191.5;20.5;0.0;3.0
02/04/24;93;17.3;14:04;3.1;5:48;10.5;100.0;43.4;78.9;1.6;5.9;174.8;19.2;0.0;2.9
01/04/24;92;15.8;15:08;4.8;3:50;9.6;98.7;47.6;79.4;1.7;6.9;233.7;18.0;2.0;2.7
31/03/24;91;10.8;15:30;5.2;23:56;7.6;99.9;73.0;90.3;2.0;7.7;213.7;9.5;18.0;1.4
30/03/24;90;11.5;15:52;6.2;4:44;7.9;99.9;78.7;91.9;2.1;6.4;193.3;7.1;14.2;1.2
29/03/24;89;12.6;00:38;6.2;21:42;8.9;100.0;62.8;89.4;2.4;10.7;237.6;11.4;53.4;1.8
28/03/24;88;14.7;13:04;8.9;6:26;11.6;96.5;83.4;91.8;3.4;9.5;220.2;8.4;30.6;1.4
27/03/24;87;15.1;11:56;7.4;2:40;10.5;96.6;64.2;85.2;4.0;9.1;244.4;11.0;8.2;2.1
26/03/24;86;10.7;14:46;4.0;5:30;7.1;92.4;54.6;76.5;3.7;9.8;282.6;14.2;2.0;2.2
25/03/24;85;14.4;15:12;7.4;23:56;11.8;100.0;70.2;89.9;2.4;6.9;215.9;5.8;12.8;1.4
24/03/24;84;19.7;14:00;9.0;4:28;14.3;97.4;48.7;79.9;0.8;4.9;187.5;6.4;0.4;1.6
23/03/24;83;25.7;16:46;11.6;--:--;18.9;83.2;34.6;55.3;1.3;5.3;159.8;15.6;0.0;3.4
22/03/24;82;25.0;14:18;12.4;7:34;18.6;79.0;35.4;54.1;1.3;5.8;135.6;14.7;0.0;3.3
21/03/24;81;22.0;13:14;9.8;00:30;16.1;100.0;44.5;70.5;2.4;7.4;108.0;13.9;1.2;3.1
20/03/24;80;19.4;13:40;7.8;5:02;13.5;98.7;58.8;80.1;1.4;4.9;173.2;15.8;0.0;2.5
19/03/24;79;23.8;12:48;10.4;2:34;16.9;90.8;35.3;62.2;1.4;6.2;167.3;16.7;0.0;3.3
18/03/24;78;24.8;15:14;5.8;6:16;14.4;99.0;26.1;76.2;0.7;2.4;142.1;13.7;0.0;2.6
17/03/24;77;23.8;15:34;6.0;6:22;14.3;98.8;30.5;72.6;1.0;4.8;184.3;16.5;0.0;2.9
16/03/24;76;22.9;14:12;5.7;4:38;13.3;100.0;42.5;80.3;0.9;4.3;175.6;17.1;0.2;2.7
15/03/24;75;19.9;15:20;2.6;6:52;12.0;100.0;46.9;79.9;0.9;4.6;278.4;18.8;0.0;2.6
14/03/24;74;18.8;14:14;5.8;1:06;11.9;98.8;52.0;78.8;1.1;5.1;241.4;14.6;0.0;2.2
13/03/24;73;20.0;15:16;3.0;5:42;10.5;98.3;35.3;73.0;1.4;4.7;162.1;15.6;0.0;2.7
12/03/24;72;17.7;15:36;0.2;6:22;8.6;100.0;38.6;78.5;1.2;5.5;155.9;17.9;0.2;2.5
11/03/24;71;14.4;15:10;3.7;23:30;8.8;97.9;50.5;79.1;2.5;7.2;308.4;17.9;0.0;2.4
10/03/24;70;13.7;15:04;6.0;2:40;8.9;97.8;59.9;79.7;3.7;11.3;274.2;13.8;3.4;2.1
09/03/24;69;10.1;3:00;4.5;20:40;7.3;98.2;65.8;85.2;3.3;9.6;253.2;6.5;8.8;1.3
08/03/24;68;11.8;14:10;4.3;7:04;7.9;98.8;53.5;81.0;3.1;9.2;218.8;11.9;15.8;1.9
07/03/24;67;12.0;10:26;3.1;21:52;7.2;96.9;69.2;88.2;2.6;9.6;187.3;6.4;20.2;1.3
06/03/24;66;17.6;13:52;-2.0;5:52;6.8;100.0;31.6;75.9;1.0;4.6;165.0;17.1;0.2;2.3
05/03/24;65;13.6;15:46;-0.8;6:28;6.0;100.0;49.9;83.6;1.1;5.3;302.1;16.2;0.2;1.9
04/03/24;64;15.4;14:40;4.4;23:34;9.7;100.0;60.7;85.9;1.9;7.2;261.9;8.6;0.2;1.6
03/03/24;63;11.3;16:00;4.1;3:40;7.0;93.1;57.3;78.2;3.5;9.6;303.0;12.2;0.0;1.9
02/03/24;62;13.1;13:10;0.6;3:20;7.3;100.0;53.6;84.4;3.4;13.7;236.0;10.6;5.2;1.9
01/03/24;61;13.0;15:38;-0.5;4:38;6.1;96.3;50.2;73.2;2.3;8.5;313.3;16.7;0.0;2.1
29/02/24;60;14.5;16:42;-1.2;6:42;6.8;100.0;56.2;79.9;2.5;11.2;295.2;16.0;0.0;2.1
28/02/24;59;14.0;13:30;-2.2;6:48;5.9;97.4;41.5;73.7;1.8;8.3;290.5;17.0;0.2;2.2
27/02/24;58;11.8;15:08;2.2;7:10;6.4;84.7;39.9;65.8;3.6;9.0;317.8;16.3;0.0;2.5
26/02/24;57;11.0;2:46;4.0;23:50;8.4;100.0;55.2;79.3;5.5;15.3;304.9;11.0;8.0;1.9
25/02/24;56;15.4;14:48;5.7;1:18;10.4;98.4;70.8;83.9;3.0;8.9;245.9;9.8;1.6;1.6
24/02/24;55;11.8;13:06;4.5;6:38;7.7;91.2;54.5;76.0;3.8;9.2;301.4;12.1;0.0;2.0
23/02/24;54;11.7;15:42;4.0;6:30;7.6;95.2;52.6;77.1;4.1;9.1;299.3;11.1;0.0;2.0
22/02/24;53;15.7;15:54;4.6;7:42;10.9;100.0;54.7;85.4;2.7;11.3;274.4;11.1;0.8;2.0
21/02/24;52;19.6;12:56;0.8;6:58;10.3;100.0;40.9;80.5;1.2;7.2;291.1;14.9;0.2;2.1
20/02/24;51;20.5;14:18;3.9;6:46;11.4;98.9;44.9;78.5;1.0;3.9;293.7;15.6;0.2;2.1
19/02/24;50;18.9;15:02;1.6;6:20;10.6;100.0;44.7;80.7;1.2;5.4;305.8;14.9;0.0;2.0
18/02/24;49;19.0;13:58;1.2;7:00;9.4;100.0;37.6;80.5;0.9;4.3;285.2;14.7;0.2;1.9
17/02/24;48;16.8;12:32;2.0;6:52;8.9;100.0;47.5;82.3;1.1;4.7;298.4;14.7;0.2;1.8
16/02/24;47;15.0;15:02;5.5;22:34;10.1;98.3;62.3;85.7;2.4;7.5;313.9;12.4;0.0;1.7
15/02/24;46;17.9;12:58;9.2;23:14;13.1;100.0;52.0;78.8;2.4;14.7;172.4;4.4;5.8;1.7
14/02/24;45;21.2;14:20;6.1;6:48;13.2;100.0;43.2;80.5;1.7;7.1;145.1;10.2;0.2;2.2
13/02/24;44;19.2;16:30;4.4;5:38;11.5;100.0;64.4;92.8;1.0;4.3;155.2;9.8;0.0;1.4
12/02/24;43;17.2;15:04;6.6;23:52;12.8;100.0;58.3;86.3;2.8;11.7;276.7;10.6;3.4;1.9
11/02/24;42;11.3;23:58;1.8;3:20;5.9;100.0;89.2;97.7;1.9;6.3;133.8;3.9;8.4;0.6
10/02/24;41;11.4;14:32;3.0;23:56;8.4;92.3;60.9;81.0;4.4;13.7;295.8;9.8;1.0;1.7
09/02/24;40;13.3;15:30;9.4;5:26;10.6;100.0;72.8;91.9;3.9;12.7;214.4;3.4;32.2;1.1
08/02/24;39;12.2;14:20;6.2;3:48;9.9;100.0;54.9;87.7;3.1;11.2;176.1;4.2;11.4;1.4
07/02/24;38;15.5;14:56;1.8;1:38;8.7;100.0;62.9;87.6;1.2;3.9;168.9;8.0;0.0;1.2
06/02/24;37;16.6;16:00;2.6;23:44;8.5;100.0;46.5;81.6;1.2;5.7;280.0;11.4;0.2;1.5
05/02/24;36;18.8;13:22;-0.2;6:58;8.0;100.0;39.0;81.5;0.7;3.4;274.3;11.3;0.0;1.4
04/02/24;35;19.6;15:20;-0.9;7:32;7.6;100.0;30.6;80.4;0.7;3.6;269.8;12.8;0.2;1.5
03/02/24;34;17.4;14:34;0.6;6:34;7.7;100.0;43.7;79.6;0.9;3.8;144.1;12.4;0.0;1.4
02/02/24;33;19.8;14:16;-0.4;7:04;7.9;100.0;36.5;78.1;0.7;3.2;301.4;12.5;0.0;1.5
01/02/24;32;15.7;15:10;-0.7;6:46;7.5;100.0;50.6;81.3;1.0;4.2;301.5;12.2;0.2;1.3
31/01/24;31;17.6;15:10;1.3;8:18;7.5;100.0;57.0;90.0;0.9;3.8;332.9;10.6;0.4;1.3
30/01/24;30;18.2;15:18;1.0;7:22;7.8;100.0;55.6;90.4;0.6;3.4;305.5;11.1;0.2;1.2
29/01/24;29;17.0;15:30;2.8;5:16;8.3;100.0;56.5;87.9;0.7;2.4;192.2;7.9;0.0;1.1
28/01/24;28;20.9;15:36;1.6;7:22;9.3;98.3;36.0;79.9;0.9;3.5;191.0;9.7;0.2;1.6
27/01/24;27;22.1;15:30;2.7;7:28;10.3;100.0;33.0;78.9;0.9;4.2;177.0;11.9;0.0;1.7
26/01/24;26;23.6;15:04;2.9;7:24;10.5;100.0;40.2;82.8;0.4;2.7;252.4;10.0;0.2;1.2
25/01/24;25;22.7;14:26;1.5;6:18;10.4;100.0;31.9;81.9;0.9;4.4;250.9;11.7;0.0;1.7
24/01/24;24;22.8;17:04;1.6;7:00;9.6;100.0;41.9;84.7;0.6;3.3;195.6;11.2;0.2;1.4
23/01/24;23;21.6;15:12;2.0;6:56;9.8;100.0;52.7;87.8;1.0;4.0;287.7;11.1;0.2;1.5
22/01/24;22;15.1;15:04;0.8;2:22;6.0;100.0;47.9;89.8;0.9;4.5;284.4;9.5;0.2;1.1
21/01/24;21;15.1;14:50;1.9;00:04;7.3;99.5;55.8;85.9;0.7;2.7;268.4;11.1;0.0;1.0
20/01/24;20;10.5;13:50;0.0;7:22;5.2;96.4;63.8;80.5;1.4;7.8;180.8;11.2;0.0;0.9
19/01/24;19;14.1;11:34;5.5;23:54;10.9;98.9;72.3;85.3;4.2;11.9;220.1;5.2;7.4;1.2
18/01/24;18;15.0;13:10;11.0;7:32;12.9;96.2;80.9;87.9;2.1;5.9;214.5;4.6;4.6;0.9
17/01/24;17;15.4;15:32;10.4;6:02;12.8;94.8;64.8;83.5;3.7;11.2;224.1;6.4;19.0;1.5
16/01/24;16;16.1;12:24;10.5;7:20;12.7;99.9;38.2;81.2;3.2;10.1;173.1;4.2;6.8;2.0
15/01/24;15;16.8;13:48;10.6;1:28;13.5;100.0;77.8;91.4;1.9;5.3;199.3;4.9;0.0;0.9
14/01/24;14;18.6;14:36;6.6;6:42;13.3;84.1;36.5;57.3;1.9;6.7;170.0;9.8;0.0;1.9
13/01/24;13;14.8;22:38;5.4;--:--;9.9;88.3;46.2;71.0;2.3;6.4;125.2;5.9;0.0;1.6
12/01/24;12;13.8;13:44;-1.2;4:10;5.8;100.0;57.6;85.6;1.9;6.7;146.5;10.8;0.2;1.2
11/01/24;11;12.8;13:44;0.9;--:--;5.8;100.0;54.4;90.7;0.9;3.4;250.1;8.0;0.2;0.9
10/01/24;10;11.2;15:44;1.8;--:--;7.0;100.0;76.0;92.8;1.7;5.8;299.3;4.6;0.0;0.7
09/01/24;9;9.1;13:30;5.6;6:20;7.2;100.0;73.7;89.8;1.6;4.4;127.5;3.7;2.6;0.7
08/01/24;8;10.0;14:24;-3.6;4:14;2.7;100.0;63.5;90.9;0.6;2.5;155.8;5.8;0.2;0.6
07/01/24;7;10.9;14:16;-2.4;6:54;1.9;100.0;45.0;88.8;0.8;2.9;263.8;8.4;0.4;0.8
06/01/24;6;9.6;15:06;0.6;23:50;4.4;99.4;62.2;86.8;1.5;4.8;298.7;9.6;0.0;0.8
05/01/24;5;9.5;14:14;4.0;23:46;7.3;97.0;60.3;81.3;4.4;11.4;304.2;8.2;0.0;1.3
04/01/24;4;13.8;12:48;8.5;23:18;11.0;100.0;92.2;98.8;1.6;5.2;188.9;2.7;3.2;0.5
03/01/24;3;13.4;14:02;4.8;7:06;9.5;100.0;87.0;97.7;1.8;4.7;138.6;4.6;0.8;0.6
02/01/24;2;16.4;13:50;3.1;--:--;8.7;100.0;63.4;89.6;1.4;5.2;150.7;9.8;0.0;1.0
01/01/24;1;13.0;15:34;2.4;22:36;8.0;100.0;57.8;88.1;1.0;4.7;270.1;8.8;0.4;0.8
