ID,Presion,Caudal,Vibracion,Estado
6028,102.47,19.42,4.27,Crítico
6029,100.83,52.24,3.2,Normal
6030,86.26,70.04,3.56,Precaución
6031,104.34,32.97,4.7,Crítico
6032,110.44,47.01,4.69,Precaución
6033,92.39,29.27,4.59,Normal
6034,103.27,63.83,4.73,Normal
6035,87.31,5.45,4.03,Precaución
6036,124.12,66.92,5.07,Normal
6037,90.96,59.07,3.82,Normal
6038,98.57,64.65,5.36,Crítico
6039,91.6,40.12,4.57,Crítico
6040,110.24,37.26,4.17,Normal
6041,87.65,48.47,7.44,Normal
6042,92.39,66.04,3.53,Normal
6043,106.84,75.35,5.92,Normal
6044,106.97,28.41,4.78,Normal
6045,93.97,62.43,4.23,Normal
6046,95.14,16.45,4.61,Crítico
6047,109.1,16.22,6.44,Precaución
6048,102.1,76.62,5.83,Normal
6049,108.45,7.3,4.88,Normal
6050,96.72,53.11,5.44,Normal
6051,93.8,59.72,3.61,Normal
6052,117.96,13.88,4.44,Normal
6053,97.73,19.99,5.45,Normal
6054,98.23,60.8,4.71,Precaución
6055,103.46,28.12,4.47,Normal
6056,97.48,63.77,4.46,Precaución
6057,100.0,74.28,4.97,Precaución
6058,113.41,33.69,3.42,Normal
6059,106.27,53.28,5.81,Precaución
6060,109.58,71.41,4.09,Normal
6061,100.05,28.99,5.42,Normal
6062,100.3,79.3,5.78,Crítico
6063,109.94,52.61,5.58,Normal
6064,104.27,22.78,3.57,Normal
6065,89.57,17.48,3.2,Normal
6066,103.45,21.24,3.43,Precaución
6067,103.33,56.12,4.84,Normal
6068,116.4,15.87,5.47,Crítico
6069,105.57,72.18,7.4,Normal
6070,101.04,8.59,4.66,Normal
6071,88.49,9.23,5.49,Normal
6072,96.66,7.02,6.35,Normal
6073,90.59,27.65,6.48,Normal
6074,106.68,74.9,5.23,Normal
6075,88.09,54.48,5.98,Normal
6076,119.81,10.22,5.19,Normal
6077,94.74,74.7,3.54,Precaución
6078,108.82,19.5,4.02,Normal
6079,113.45,68.26,5.29,Normal
6080,95.73,41.04,5.93,Normal
6081,93.1,17.72,3.75,Normal
6082,93.45,69.17,3.97,Normal
6083,115.68,65.21,5.37,Crítico
6084,105.0,6.0,3.94,Normal
6085,100.0,68.15,5.04,Precaución
6086,91.68,23.02,4.92,Normal
6087,110.14,50.78,5.21,Crítico
6088,93.69,60.38,3.26,Normal
6089,111.14,50.41,3.1,Normal
6090,107.76,55.92,5.76,Normal
6091,95.75,66.99,4.33,Precaución
6092,97.39,11.12,3.54,Normal
6093,98.16,8.92,3.99,Normal
6094,101.49,66.31,6.02,Precaución
6095,107.64,49.59,5.86,Crítico
6096,85.56,18.93,6.39,Normal
6097,92.63,46.29,5.32,Normal
6098,95.86,36.96,3.98,Precaución
6099,94.39,11.7,2.74,Normal
6100,92.52,19.05,5.22,Normal
6101,103.52,11.86,4.3,Crítico
6102,109.47,18.0,3.27,Normal
6103,93.49,30.78,5.72,Crítico
6104,111.56,31.51,5.36,Precaución
6105,93.47,28.06,3.06,Normal
6106,108.82,53.0,4.26,Precaución
6107,102.36,16.85,5.32,Normal
6108,99.5,30.96,5.52,Normal
6109,94.49,75.52,4.12,Precaución
6110,96.8,69.18,4.22,Normal
6111,111.72,56.39,6.12,Normal
6112,109.92,62.46,1.5,Crítico
6113,108.33,78.73,3.56,Normal
6114,111.82,49.53,5.3,Normal
6115,101.96,36.63,2.72,Normal
6116,101.36,37.18,6.69,Normal
6117,102.3,5.64,6.19,Normal
6118,94.11,63.31,2.73,Normal
6119,93.11,14.2,4.35,Normal
6120,106.9,20.66,5.81,Normal
6121,76.12,56.29,3.08,Normal
6122,85.77,58.97,3.96,Crítico
6123,92.39,9.75,5.94,Normal
6124,104.88,60.7,2.82,Precaución
6125,111.9,7.06,5.19,Crítico
6126,98.68,48.85,5.45,Normal
6127,95.5,18.42,4.69,Crítico
6128,106.15,37.83,5.2,Crítico
6129,80.05,23.61,5.59,Normal
6130,90.38,76.51,3.82,Crítico
6131,99.45,61.73,5.42,Precaución
6132,98.82,56.1,4.41,Precaución
6133,91.08,24.62,4.71,Normal
6134,99.17,16.07,5.17,Normal
6135,111.96,31.25,7.4,Precaución
6136,104.47,78.43,4.45,Normal
6137,110.45,46.26,5.52,Crítico
6138,101.38,15.71,4.26,Normal
6139,87.32,74.67,5.85,Normal
6140,106.66,75.23,2.95,Precaución
6141,111.85,15.64,4.89,Normal
6142,107.64,76.71,4.34,Precaución
6143,107.41,33.82,4.38,Normal
6144,108.26,21.4,5.37,Normal
6145,104.66,76.98,6.53,Normal
6146,103.79,43.69,5.99,Normal
6147,104.64,37.54,5.47,Normal
6148,96.16,20.86,3.27,Normal
6149,85.66,47.86,4.33,Crítico
6150,106.85,72.22,4.86,Precaución
6151,97.32,79.33,4.73,Precaución
6152,120.82,47.52,6.23,Precaución
6153,99.54,24.33,6.23,Normal
6154,88.61,19.85,5.12,Normal
6155,108.46,53.2,5.42,Normal
6156,100.23,20.16,6.59,Normal
6157,97.54,26.16,6.1,Normal
6158,81.58,66.32,4.53,Normal
6159,93.6,19.76,3.52,Precaución
6160,108.66,53.47,1.65,Normal
6161,99.97,25.27,4.64,Normal
6162,95.7,6.61,3.56,Crítico
6163,81.56,64.72,5.75,Normal
6164,111.63,36.29,5.89,Precaución
6165,80.69,55.45,6.97,Crítico
6166,99.78,17.73,2.31,Normal
6167,100.71,38.2,5.74,Precaución
6168,113.13,53.48,4.55,Normal
6169,116.33,53.82,5.19,Normal
6170,115.77,76.07,4.93,Normal
6171,120.94,64.59,6.42,Normal
6172,117.13,37.73,3.33,Normal
6173,96.05,25.03,4.25,Normal
6174,102.46,74.85,5.2,Precaución
6175,102.27,68.75,5.83,Precaución
6176,97.28,15.73,6.08,Normal
6177,86.03,19.35,4.5,Crítico
6178,103.88,62.11,3.31,Normal
6179,106.8,27.55,5.05,Precaución
6180,96.98,59.94,2.6,Normal
6181,89.09,44.55,6.85,Normal
6182,104.62,27.21,5.96,Normal
6183,108.72,39.36,4.94,Normal
6184,110.77,46.43,6.05,Normal
6185,115.07,74.09,4.15,Normal
6186,110.81,15.54,5.55,Normal
6187,87.4,66.26,1.12,Normal
6188,106.52,10.78,5.32,Normal
6189,104.98,44.43,6.26,Normal
6190,82.75,32.85,5.22,Normal
6191,111.56,45.51,6.94,Crítico
6192,87.98,9.75,6.75,Precaución
6193,105.3,30.59,6.3,Normal
6194,107.07,8.21,6.22,Normal
6195,78.86,6.54,3.55,Normal
6196,91.18,56.73,3.5,Crítico
6197,91.65,64.52,3.91,Normal
6198,98.54,38.5,5.77,Crítico
6199,110.94,5.21,4.38,Normal
6200,111.43,36.89,2.45,Normal
6201,97.37,41.24,7.4,Normal
6202,86.41,75.59,4.8,Normal
6203,96.85,30.04,3.97,Normal
6204,106.15,34.91,4.69,Crítico
6205,105.98,55.61,6.85,Normal
6206,75.9,31.12,4.94,Normal
6207,96.45,77.81,4.21,Crítico
6208,100.58,53.18,5.21,Crítico
6209,85.26,47.71,3.83,Normal
6210,90.26,34.47,4.87,Normal
6211,109.99,17.91,3.93,Normal
6212,96.5,17.67,4.18,Normal
6213,105.78,65.66,4.74,Normal
6214,111.7,10.61,4.41,Crítico
6215,101.43,71.66,5.59,Normal
6216,97.1,35.81,5.22,Crítico
6217,94.94,47.76,3.72,Normal
6218,90.32,23.62,4.69,Normal
6219,94.39,17.24,3.49,Normal
6220,90.31,39.93,5.04,Normal
6221,98.86,26.55,6.09,Normal
6222,103.43,51.22,6.21,Precaución
6223,96.05,70.29,7.15,Normal
6224,108.8,58.43,3.7,Precaución
6225,108.53,15.73,5.41,Precaución
6226,80.4,17.86,5.89,Crítico
6227,95.16,73.21,8.29,Normal
6228,98.51,72.8,3.26,Precaución
6229,104.4,55.6,4.41,Normal
6230,116.56,60.31,4.69,Crítico
6231,85.82,55.14,5.34,Normal
6232,90.28,36.77,6.06,Normal
6233,106.18,21.39,3.99,Normal
6234,100.88,67.56,5.15,Crítico
6235,101.48,22.1,4.56,Normal
6236,71.28,68.16,2.7,Normal
6237,89.48,15.11,4.28,Crítico
6238,80.5,52.98,5.14,Precaución
6239,104.69,39.28,3.87,Normal
6240,90.19,22.68,4.37,Normal
6241,95.2,48.2,3.13,Normal
6242,107.8,25.52,4.77,Precaución
6243,96.82,62.03,5.58,Normal
6244,86.94,79.96,4.93,Normal
6245,105.43,44.34,6.5,Crítico
6246,98.39,61.98,3.98,Crítico
6247,89.7,69.86,4.48,Normal
6248,90.87,50.92,6.96,Normal
6249,104.38,76.67,6.15,Normal
6250,119.66,23.53,5.92,Normal
6251,91.73,33.53,5.74,Normal
6252,105.4,61.66,3.07,Normal
6253,99.73,33.3,5.36,Precaución
6254,108.97,50.24,5.4,Normal
6255,107.92,22.97,3.67,Normal
6256,90.73,65.03,6.35,Normal
6257,96.62,72.59,5.79,Precaución
6258,100.32,39.91,4.34,Normal
6259,117.49,31.58,2.14,Precaución
6260,97.82,8.73,4.56,Normal
6261,102.71,68.08,3.84,Normal
6262,110.96,35.74,4.9,Crítico
6263,97.26,54.98,9.19,Normal
6264,104.76,38.42,5.84,Normal
6265,99.34,23.21,5.08,Crítico
6266,103.49,10.09,4.54,Normal
6267,92.51,20.95,4.62,Normal
6268,106.09,74.43,4.09,Normal
6269,90.35,52.78,3.53,Normal
6270,96.92,42.19,4.72,Precaución
6271,101.31,17.22,2.78,Crítico
6272,98.5,63.89,3.5,Normal
6273,92.78,61.54,3.94,Normal
6274,99.17,72.96,3.02,Normal
6275,104.75,49.79,6.47,Precaución
6276,101.78,47.22,4.76,Crítico
6277,88.51,29.84,5.66,Crítico
6278,108.26,74.0,4.86,Normal
6279,118.63,51.56,5.35,Normal
6280,102.31,16.55,5.49,Normal
6281,103.63,47.87,7.06,Normal
6282,88.71,48.66,5.03,Normal
6283,103.41,25.64,5.32,Normal
6284,87.9,25.72,6.3,Normal
6285,113.8,5.37,7.29,Precaución
6286,89.22,49.37,5.49,Normal
6287,94.32,39.83,6.24,Crítico
6288,87.77,68.48,6.37,Normal
6289,108.73,17.09,5.32,Normal
6290,102.32,24.61,5.2,Normal
6291,82.47,49.76,5.75,Precaución
6292,85.02,39.18,5.16,Normal
6293,110.12,58.67,4.47,Normal
6294,93.6,66.36,4.47,Normal
6295,97.11,5.75,3.87,Normal
6296,97.97,22.06,4.73,Normal
6297,121.48,29.32,6.44,Normal
6298,102.38,40.43,6.43,Normal
6299,96.17,43.67,3.56,Normal
6300,110.96,62.78,6.35,Normal
6301,118.17,69.49,6.43,Normal
6302,92.51,11.15,5.53,Normal
6303,96.18,56.81,6.45,Crítico
6304,95.01,18.21,4.59,Normal
6305,95.97,48.34,4.06,Normal
6306,108.25,46.54,4.43,Precaución
6307,94.14,74.18,7.62,Precaución
6308,102.44,15.13,4.87,Precaución
6309,88.17,42.85,6.48,Normal
6310,108.04,22.19,4.66,Normal
6311,102.86,47.32,3.6,Normal
6312,104.07,15.54,6.32,Normal
6313,91.34,5.06,1.87,Normal
6314,99.97,79.97,3.76,Normal
6315,97.28,63.65,5.09,Normal
6316,105.73,6.5,5.93,Normal
6317,93.68,30.49,4.54,Normal
6318,88.11,43.71,8.95,Precaución
6319,93.24,52.77,4.07,Normal
6320,96.17,27.77,6.2,Normal
6321,112.17,13.6,4.32,Normal
6322,97.13,61.26,4.89,Normal
6323,117.9,25.6,3.39,Normal
6324,94.02,74.2,4.26,Precaución
6325,88.41,46.32,5.17,Normal
6326,102.91,62.33,3.29,Precaución
6327,93.65,58.56,4.13,Normal
6328,96.9,16.87,6.12,Normal
6329,98.38,41.1,5.89,Precaución
6330,105.83,41.72,3.23,Normal
6331,90.98,70.79,5.82,Normal
6332,83.54,9.84,5.25,Normal
6333,92.08,47.13,5.07,Normal
6334,85.59,18.05,6.37,Precaución
6335,102.57,40.74,4.01,Normal
6336,106.26,21.7,3.73,Normal
6337,91.62,17.7,5.31,Crítico
6338,93.07,35.56,5.14,Normal
6339,92.93,41.07,3.53,Normal
6340,93.44,79.44,5.19,Normal
6341,100.88,49.62,4.1,Precaución
6342,100.93,45.83,8.03,Normal
6343,102.37,14.16,6.1,Normal
6344,97.93,37.17,6.19,Normal
6345,95.43,9.45,7.44,Normal
6346,89.65,22.97,6.8,Normal
6347,92.64,69.57,4.64,Normal
6348,96.16,15.24,7.08,Normal
6349,109.05,18.56,5.66,Normal
6350,111.09,36.7,5.58,Precaución
6351,106.76,67.83,3.2,Normal
6352,101.15,70.8,4.7,Precaución
6353,97.14,41.45,6.67,Normal
6354,122.34,50.42,6.19,Precaución
6355,92.2,39.93,5.06,Normal
6356,117.7,25.43,3.64,Precaución
6357,100.88,15.39,5.21,Normal
6358,101.67,28.9,4.66,Normal
6359,93.88,79.6,3.19,Normal
6360,103.73,15.45,4.98,Precaución
6361,101.58,76.35,4.08,Precaución
6362,92.7,72.22,5.5,Normal
6363,79.95,6.42,5.64,Normal
6364,88.86,24.6,2.3,Precaución
6365,99.24,71.34,4.53,Normal
6366,101.87,14.88,3.8,Precaución
6367,95.41,18.17,4.41,Normal
6368,91.51,24.49,5.68,Crítico
6369,84.6,24.0,4.67,Normal
6370,92.79,73.72,5.77,Precaución
6371,106.82,57.19,5.13,Precaución
6372,106.48,10.27,7.29,Normal
6373,103.62,14.69,5.05,Normal
6374,88.0,73.89,6.66,Crítico
6375,91.46,6.21,6.52,Normal
6376,91.29,77.2,4.96,Precaución
6377,100.24,32.44,5.9,Normal
6378,111.79,5.07,4.67,Normal
6379,102.91,61.33,6.06,Normal
6380,92.01,43.74,3.19,Normal
6381,104.56,74.81,4.58,Normal
6382,100.19,18.69,4.15,Normal
6383,89.21,57.91,2.04,Crítico
6384,94.17,67.71,4.95,Normal
6385,91.01,69.76,2.01,Normal
6386,105.0,10.03,5.45,Precaución
6387,95.93,70.04,4.89,Precaución
6388,106.46,61.25,3.78,Normal
6389,114.2,63.14,5.08,Normal
6390,97.71,7.98,6.49,Normal
6391,105.4,27.15,5.13,Normal
6392,94.7,34.09,4.33,Normal
6393,113.08,75.83,6.01,Crítico
6394,96.55,56.29,4.82,Normal
6395,107.33,56.97,7.22,Precaución
6396,99.1,33.82,4.79,Normal
6397,113.78,36.49,5.63,Normal
6398,94.33,71.99,4.1,Crítico
6399,106.78,64.56,5.03,Normal
6400,111.83,79.9,4.71,Normal
6401,102.75,73.84,4.02,Precaución
6402,92.68,61.36,3.24,Normal
6403,104.11,65.2,4.74,Normal
6404,104.52,72.8,3.79,Precaución
6405,102.49,65.96,5.42,Normal
6406,96.57,57.47,3.26,Normal
6407,100.49,32.42,4.22,Precaución
6408,117.5,64.96,4.9,Precaución
6409,108.91,69.36,5.5,Normal
6410,102.87,58.0,3.81,Precaución
6411,96.41,70.5,3.57,Crítico
6412,104.75,23.2,5.69,Normal
6413,96.02,46.29,5.92,Normal
6414,94.96,49.34,2.25,Normal
6415,105.99,63.11,6.41,Normal
6416,115.89,73.87,4.56,Normal
6417,107.62,54.03,4.1,Normal
6418,95.67,20.3,5.42,Normal
6419,98.3,25.3,7.51,Normal
6420,100.53,59.74,4.67,Normal
6421,108.13,62.14,4.07,Crítico
6422,102.65,78.51,3.21,Normal
6423,109.72,68.07,4.78,Normal
6424,98.5,6.04,6.27,Normal
6425,102.23,8.18,5.74,Normal
6426,102.38,22.45,5.74,Precaución
6427,80.44,77.09,4.83,Normal
6428,108.45,79.52,6.07,Normal
6429,97.32,36.76,6.45,Normal
6430,86.62,62.98,6.63,Normal
6431,97.9,58.26,3.12,Normal
6432,106.63,15.27,4.98,Crítico
6433,97.78,51.0,2.58,Normal
6434,111.12,62.77,3.16,Normal
6435,100.53,11.49,3.83,Crítico
6436,92.59,11.32,6.0,Normal
6437,102.44,10.84,3.4,Normal
6438,110.68,30.68,3.64,Precaución
6439,112.81,69.7,6.26,Normal
6440,96.79,44.8,6.61,Normal
6441,107.46,46.46,6.03,Normal
6442,98.76,56.96,4.03,Normal
6443,99.28,72.43,3.35,Precaución
6444,88.75,11.26,4.86,Normal
6445,93.06,28.32,4.67,Normal
6446,96.18,32.86,3.91,Normal
6447,101.05,45.1,3.68,Crítico
6448,88.35,46.12,3.15,Precaución
6449,113.83,17.41,3.71,Normal
6450,95.57,25.66,5.4,Normal
6451,101.98,16.75,2.69,Normal
6452,105.7,6.07,3.27,Normal
6453,110.76,35.26,5.64,Normal
6454,102.58,46.44,4.88,Normal
6455,113.47,46.49,4.31,Crítico
6456,90.14,33.29,6.72,Normal
6457,103.51,59.54,4.81,Precaución
6458,102.26,23.61,4.9,Normal
6459,110.44,40.13,5.97,Normal
6460,100.26,61.53,4.96,Crítico
6461,101.19,68.28,4.7,Normal
6462,112.46,72.2,5.63,Normal
6463,103.37,76.67,3.2,Normal
6464,82.85,52.25,5.96,Normal
6465,95.48,35.23,5.77,Precaución
6466,104.11,28.73,4.3,Precaución
6467,98.44,63.76,3.94,Precaución
6468,118.47,60.05,6.18,Normal
6469,95.39,63.49,5.2,Normal
6470,119.39,76.54,6.79,Normal
6471,87.79,70.86,4.2,Normal
6472,83.42,41.93,5.61,Normal
6473,107.01,35.38,3.98,Normal
6474,88.33,27.89,4.85,Crítico
6475,102.61,9.01,2.81,Normal
6476,100.56,58.87,5.61,Normal
6477,98.65,10.51,5.9,Precaución
6478,102.1,18.55,4.13,Normal
6479,92.32,8.03,4.97,Normal
6480,105.43,26.29,3.7,Precaución
6481,98.12,13.31,3.96,Normal
6482,101.87,46.59,4.7,Normal
6483,76.45,23.76,4.94,Normal
6484,89.61,12.75,7.46,Normal
6485,103.15,64.43,6.19,Crítico
6486,106.36,6.82,6.11,Normal
6487,99.23,74.75,6.29,Normal
6488,99.13,20.43,5.43,Crítico
6489,117.28,31.43,2.87,Precaución
6490,99.64,11.42,6.96,Normal
6491,84.73,7.56,7.33,Normal
6492,108.89,14.75,3.36,Normal
6493,98.55,63.29,7.31,Precaución
6494,116.58,45.57,5.47,Precaución
6495,102.33,21.38,6.54,Precaución
6496,92.78,25.6,5.38,Normal
6497,96.23,27.57,4.12,Normal
6498,96.87,38.28,5.29,Normal
6499,106.17,38.58,4.83,Precaución
6500,97.1,52.4,7.22,Normal
6501,105.71,70.72,6.3,Precaución
6502,96.0,26.09,3.19,Normal
6503,102.15,76.61,3.07,Crítico
6504,101.27,58.79,4.45,Normal
6505,108.07,67.12,3.28,Normal
6506,113.33,48.73,4.45,Normal
6507,117.75,56.41,5.45,Normal
6508,92.99,62.21,5.7,Normal
6509,104.36,52.28,6.72,Normal
6510,99.77,42.87,6.29,Normal
6511,94.19,36.38,3.08,Normal
6512,92.79,20.56,4.58,Crítico
6513,111.68,24.22,3.51,Precaución
6514,112.28,17.8,4.67,Normal
6515,101.37,47.53,4.44,Normal
6516,105.04,39.27,7.13,Normal
6517,106.58,33.36,4.73,Precaución
6518,96.76,12.89,5.69,Normal
6519,112.23,48.33,6.36,Normal
6520,84.1,32.55,3.74,Normal
6521,108.36,11.45,5.1,Precaución
6522,78.06,56.46,4.12,Precaución
6523,103.86,9.14,7.59,Precaución
6524,94.58,73.52,6.19,Normal
6525,95.57,22.35,4.19,Normal
6526,116.26,35.53,6.78,Precaución
6527,118.39,69.92,5.49,Normal
6528,104.87,29.09,3.92,Normal
6529,104.35,66.16,4.11,Normal
6530,106.43,52.23,5.56,Normal
6531,94.62,7.45,4.85,Normal
6532,84.64,27.8,4.09,Normal
6533,100.51,6.49,6.8,Normal
6534,97.26,12.9,4.76,Normal
6535,106.19,67.53,4.66,Normal
6536,97.1,73.34,3.58,Normal
6537,103.78,40.38,5.57,Normal
6538,98.56,7.44,4.98,Precaución
6539,88.13,75.88,4.66,Precaución
6540,90.56,25.13,4.16,Crítico
6541,104.52,67.31,3.75,Normal
6542,105.83,73.26,7.35,Normal
6543,91.05,66.02,5.59,Normal
6544,81.42,40.81,7.7,Precaución
6545,94.24,70.28,5.82,Normal
6546,89.09,14.71,5.98,Normal
6547,91.96,39.6,3.98,Normal
6548,102.71,64.77,3.3,Normal
6549,99.85,35.92,6.57,Precaución
6550,97.38,47.81,6.55,Normal
6551,92.56,44.96,4.42,Normal
6552,111.86,38.93,5.76,Normal
6553,111.46,53.64,2.86,Normal
6554,102.08,49.0,5.41,Normal
6555,94.64,70.76,2.09,Normal
6556,94.37,10.32,6.32,Normal
6557,89.78,26.65,3.78,Normal
6558,88.75,13.55,5.87,Precaución
6559,105.34,31.57,2.09,Normal
6560,99.02,52.4,5.15,Normal
6561,79.88,12.75,4.77,Normal
6562,91.7,8.16,6.65,Normal
6563,105.27,27.4,5.09,Normal
6564,99.19,34.92,1.75,Normal
6565,107.81,36.12,6.82,Normal
6566,89.45,24.14,6.68,Normal
6567,98.78,68.14,4.33,Normal
6568,93.23,17.09,5.79,Normal
6569,83.14,17.3,4.91,Normal
6570,90.4,41.54,6.22,Normal
6571,104.64,22.36,3.61,Normal
6572,100.97,68.83,4.92,Normal
6573,102.08,23.73,3.63,Crítico
6574,85.62,56.06,5.01,Normal
6575,97.61,17.71,5.37,Normal
6576,99.94,75.07,5.46,Crítico
6577,100.58,24.16,4.74,Normal
6578,99.97,22.2,5.48,Normal
6579,117.77,77.15,5.12,Normal
6580,85.79,72.76,2.59,Normal
6581,91.87,11.97,3.22,Normal
6582,94.02,37.5,6.86,Normal
6583,109.7,46.38,6.51,Precaución
6584,107.77,39.04,5.43,Normal
6585,106.24,52.66,4.93,Crítico
6586,91.35,25.97,4.8,Normal
6587,102.69,45.98,4.3,Normal
6588,100.94,10.49,4.34,Precaución
6589,98.34,37.16,6.24,Normal
6590,86.31,43.55,6.09,Normal
6591,92.18,44.04,4.07,Normal
6592,88.25,36.41,5.99,Normal
6593,126.27,42.49,3.47,Normal
6594,116.4,21.94,6.44,Crítico
6595,93.0,26.01,6.03,Normal
6596,91.44,46.61,3.38,Normal
6597,90.39,19.43,4.6,Precaución
6598,89.72,71.88,4.46,Crítico
6599,91.63,73.53,4.53,Precaución
6600,94.22,52.63,4.34,Normal
6601,104.03,57.19,4.12,Normal
6602,106.78,58.06,5.62,Normal
6603,95.5,68.36,3.91,Normal
6604,112.12,49.21,5.65,Crítico
6605,82.92,13.97,4.04,Crítico
6606,97.49,21.33,4.11,Precaución
6607,109.26,42.3,5.5,Crítico
6608,114.23,39.87,6.87,Normal
6609,102.43,73.14,3.68,Normal
6610,108.03,62.47,3.11,Normal
6611,94.48,8.42,4.08,Normal
6612,84.78,41.89,5.29,Normal
6613,92.64,39.92,6.29,Normal
6614,87.18,36.31,4.78,Precaución
6615,99.02,5.36,3.68,Crítico
6616,105.32,77.86,5.63,Normal
6617,115.17,21.89,5.94,Normal
6618,108.54,38.27,2.65,Normal
6619,98.34,50.14,5.62,Normal
6620,90.35,61.43,5.95,Normal
6621,78.58,49.25,4.82,Normal
6622,108.71,47.99,5.47,Normal
6623,83.4,57.43,4.91,Normal
6624,116.03,12.2,4.76,Crítico
6625,107.93,63.48,3.29,Normal
6626,82.03,38.11,5.05,Normal
6627,85.46,67.99,3.54,Normal
6628,123.04,68.42,6.72,Normal
6629,102.35,39.01,4.02,Crítico
6630,95.2,64.05,4.52,Crítico
6631,92.47,68.39,4.7,Normal
6632,108.0,61.6,6.12,Normal
6633,101.77,75.12,4.09,Normal
6634,106.28,78.24,5.0,Normal
6635,96.96,44.97,6.2,Precaución
6636,87.65,62.81,3.71,Normal
6637,88.91,76.99,5.24,Normal
6638,100.42,28.42,3.58,Normal
6639,98.18,41.86,2.56,Normal
6640,95.67,38.65,4.96,Normal
6641,96.5,69.04,5.46,Crítico
6642,103.76,45.26,4.37,Normal
6643,112.61,70.09,7.87,Normal
6644,97.7,51.9,6.27,Precaución
6645,93.73,23.65,4.91,Normal
6646,101.28,79.34,5.6,Precaución
6647,94.19,62.41,4.97,Precaución
6648,95.3,28.53,5.08,Precaución
6649,103.0,17.05,5.37,Crítico
6650,89.98,64.99,3.65,Precaución
6651,110.21,19.04,4.67,Normal
6652,111.45,77.02,3.03,Normal
6653,90.75,5.48,6.55,Normal
6654,115.4,75.49,7.42,Precaución
6655,118.07,59.95,2.59,Precaución
6656,101.43,21.97,5.04,Normal
6657,85.31,33.46,4.58,Normal
6658,102.05,24.76,5.93,Normal
6659,82.36,11.53,6.39,Crítico
6660,96.68,20.65,6.01,Normal
6661,107.71,32.95,5.47,Normal
6662,106.12,30.71,6.15,Normal
6663,83.41,9.44,4.56,Normal
6664,84.96,8.35,6.08,Precaución
6665,89.79,26.77,4.34,Normal
6666,93.16,6.56,5.98,Precaución
6667,103.99,53.77,4.09,Normal
6668,110.95,7.01,6.7,Normal
6669,104.13,5.92,5.3,Crítico
6670,92.34,63.43,4.23,Normal
6671,116.75,20.61,4.86,Normal
6672,86.97,52.13,4.15,Normal
6673,89.44,57.61,6.05,Normal
6674,117.88,38.33,5.83,Normal
6675,105.06,66.57,6.74,Normal
6676,114.44,78.61,5.21,Normal
6677,84.9,36.06,2.39,Crítico
6678,103.67,10.18,6.25,Normal
6679,80.74,46.16,4.61,Normal
6680,107.17,68.58,5.02,Normal
6681,105.82,31.38,4.81,Precaución
6682,90.37,16.98,5.95,Normal
6683,117.85,31.68,5.85,Normal
6684,105.01,37.5,4.91,Normal
6685,90.96,64.68,5.9,Normal
6686,95.35,30.4,3.84,Crítico
6687,108.72,66.01,4.78,Normal
6688,102.42,73.4,3.91,Normal
6689,91.4,36.53,7.4,Normal
6690,106.79,67.5,6.06,Normal
6691,86.96,77.49,5.94,Normal
6692,80.57,26.21,4.82,Normal
6693,113.87,56.85,4.35,Precaución
6694,79.4,14.46,5.77,Normal
6695,101.61,46.94,5.84,Precaución
6696,100.11,34.33,4.87,Normal
6697,105.54,58.74,5.41,Precaución
6698,100.88,54.57,5.25,Normal
6699,99.08,24.18,2.73,Normal
6700,95.77,45.31,5.74,Normal
6701,88.72,64.69,5.2,Normal
6702,79.9,51.7,4.61,Precaución
6703,92.57,36.86,6.53,Normal
6704,99.92,18.82,3.32,Normal
6705,106.68,72.78,5.01,Normal
6706,92.93,7.85,6.99,Normal
6707,85.2,32.43,4.01,Normal
6708,88.83,46.29,5.83,Normal
6709,100.98,19.54,3.1,Normal
6710,110.0,40.89,1.69,Precaución
6711,105.88,33.85,5.78,Precaución
6712,104.41,74.72,2.9,Crítico
6713,95.22,12.34,3.79,Precaución
6714,101.43,24.06,3.99,Normal
6715,103.63,69.7,3.74,Normal
6716,102.8,16.39,4.12,Crítico
6717,108.61,10.06,4.59,Normal
6718,120.83,21.94,6.85,Normal
6719,92.84,39.81,5.17,Normal
6720,99.95,27.86,4.23,Normal
6721,109.91,60.37,5.93,Normal
6722,84.26,23.76,5.73,Normal
6723,86.46,12.13,3.56,Normal
6724,101.3,70.08,4.81,Precaución
6725,102.78,69.49,1.85,Normal
6726,102.1,8.09,2.99,Precaución
6727,107.13,27.92,6.94,Normal
6728,102.86,36.73,6.77,Normal
6729,92.59,32.98,4.52,Normal
6730,101.94,12.4,1.78,Precaución
6731,81.48,58.53,4.65,Precaución
6732,90.93,63.55,5.11,Normal
6733,106.0,13.6,4.67,Normal
6734,91.49,25.46,6.59,Normal
6735,112.28,42.74,4.35,Precaución
6736,97.8,11.63,4.02,Crítico
6737,99.5,47.84,6.02,Precaución
6738,107.57,64.66,4.52,Precaución
6739,112.09,32.64,3.66,Normal
6740,122.68,28.75,6.59,Precaución
6741,91.32,33.29,4.08,Precaución
6742,100.38,79.91,5.01,Precaución
6743,105.29,40.05,5.09,Normal
6744,110.64,25.25,4.63,Normal
6745,95.73,62.76,4.38,Normal
6746,113.76,36.85,4.59,Normal
6747,92.49,8.07,5.71,Normal
6748,105.38,67.3,4.34,Normal
6749,86.27,79.82,5.28,Normal
6750,88.35,48.04,4.85,Precaución
6751,103.36,45.16,5.9,Normal
